TaskID,Sequence,Stage,Type,Priority,Title,SourceSection,P0ID,Dependencies,Deliverable,Acceptance,TestTypes,Status,EvidenceStatus,Owner,GitHubIssue,SuggestedBranch,Branch,CommitSHA,PullRequest,CI,HumanGate,Rollback,UpdatedAt,Notes
M2-P014,39,M2,CATALOG_DOMAIN,P0,生鲜详情,§5分类模板、§6商品价格库存,P0-014,"M2-000,M2-P012",完成“生鲜详情”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,产地、等级、保鲜、温区、称重和售后规则按模板展示。,unit+api+p0-e2e,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m2-m2-p014,,,,,NO,按原子提交回退；迁移仅向前修复,,
M2-P015,40,M2,CATALOG_DOMAIN,P0,服饰详情,§5分类模板、§6商品价格库存,P0-015,"M2-000,M2-P012",完成“服饰详情”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,颜色尺码 SKU、材质、尺码表和洗护说明完整。,unit+api+p0-e2e,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m2-m2-p015,,,,,NO,按原子提交回退；迁移仅向前修复,,
M2-P016,41,M2,CATALOG_DOMAIN,P0,数码详情,§5分类模板、§6商品价格库存,P0-016,"M2-000,M2-P012",完成“数码详情”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,型号、参数、能效、包装清单和保修信息完整。,unit+api+p0-e2e,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m2-m2-p016,,,,,NO,按原子提交回退；迁移仅向前修复,,
M2-P017,42,M2,CATALOG_DOMAIN,P0,礼盒组合,§5分类模板、§6商品价格库存,P0-017,"M2-000,M2-P012",完成“礼盒组合”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,组合商品明确展示子项、数量、规格和有效期下限。,unit+api+p0-e2e,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m2-m2-p017,,,,,NO,按原子提交回退；迁移仅向前修复,,
M2-P018,43,M2,CATALOG_DOMAIN,P0,强监管默认关闭,§5分类模板、§6商品价格库存,P0-018,"M2-000,M2-P012",完成“强监管默认关闭”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,未配置公司资质、模板和人工开关的高风险品类不能交易。,unit+api+p0-e2e,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m2-m2-p018,,,,,NO,按原子提交回退；迁移仅向前修复,,
M2-P019,44,M2,CATALOG_DOMAIN,P0,上架商品分级调价,§5分类模板、§6商品价格库存,P0-019,"M2-000,M2-P008",完成“上架商品分级调价”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,已上架商品供应价变更必须提交 SupplyPriceChangeRequest，审核通过前继续使用原价；平台零售价和集采销售价变更不产生审批单，立即或定时生效。三类变更均完整留痕且不回改历史订单。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m2-m2-p019,,,,,NO,按原子提交回退；迁移仅向前修复,,
M2-P021,45,M2,CATALOG_DOMAIN,P0,商品详情与价格隔离,§5分类模板、§6商品价格库存,P0-021,"M2-000,M2-P006",完成“商品详情与价格隔离”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,个人详情只展示平台零售价，企业详情只展示集采销售价；页面、源码、接口响应、缓存和埋点均不包含供应价、供应价快照或内部毛利。,unit+api+p0-e2e+authorization+response-whitelist,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m2-m2-p021,,,,,NO,按原子提交回退；迁移仅向前修复,,
M2-P061,46,M2,CATALOG_DOMAIN,P0,商品资源与集采标识,§5分类模板、§6商品价格库存,P0-061,"M2-000,M2-P006",完成“商品资源与集采标识”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,个人小程序和企业采购入口引用同一 Product/Sku、分类、图片和库存；供应商勾选集采标识且商品 ACTIVE 后才进入企业采购货架。,unit+api+p0-e2e,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m2-m2-p061,,,,,NO,按原子提交回退；迁移仅向前修复,,
M2-P063,47,M2,CATALOG_DOMAIN,P0,跨渠道共用库存,§5分类模板、§6商品价格库存,P0-063,"M2-000,M2-P006",完成“跨渠道共用库存”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,个人订单和企业采购订单并发购买同一 SKU 时锁定同一 InventoryBalance，预扣、释放和出库流水完整且不超卖；商品表、供应商草稿和缓存不存在第二套可成交库存。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m2-m2-p063,,,,,NO,按原子提交回退；迁移仅向前修复,,
M2-P071,48,M2,UI_VERTICAL_SLICE,P0,独立价格与审批页面,§3角色权限、§4供应商后台、§14安全审计,P0-071,"M2-000,M2-P019",完成“独立价格与审批页面”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,供应商价格独立页面清楚区分初始价格审核、供应价变更申请和两类销售价直接调价；公司价格审核独立页面展示原值、新值、比例、原因、生效时间和历史意见，重复提交、并发审批和无理由批量通过被阻止。,unit+api+p0-e2e,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m2-m2-p071,,,,,NO,按原子提交回退；迁移仅向前修复,,
M2-GATE,49,M2,STAGE_GATE,P0,M2阶段门禁验收,执行包§02,,"M2-000,M2-P006,M2-P007,M2-P008,M2-P009,M2-P010,M2-P011,M2-P012,M2-P013,M2-P014,M2-P015,M2-P016,M2-P017,M2-P018,M2-P019,M2-P021,M2-P061,M2-P063,M2-P071",M2交接记录、P0证据、质量输出、风险和回滚材料,18项主P0均通过；首上架双审核、供应价审核、零售/集采免审留痕和供应价隔离均被自动化证明。,pnpm-verify+ci+stage-specific-evidence,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m2-m2,,,,,YES,按原子提交回退；迁移仅向前修复,,
M3-000,50,M3,CONTRACT_SLICE_PLAN,P0,冻结M3字段、状态机、权限与契约切片,执行包字段/状态机/权限/API台账,,M2-GATE,把M3涉及的字段、状态、DTO、错误码、权限、P0和失败测试细化为可编码契约,M3契约明确福利卡三类资金来源且不存在个人充值；小程序请求经miniapp-kit适配；企业登录交易页noindex/private/no-store；所有任务可追踪到冻结契约。,contract-review+negative-test-plan+miniapp-adapter+portal-cache,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3,,,,,NO,按原子提交回退；迁移仅向前修复,,
M3-P020,51,M3,CATALOG_DOMAIN,P0,用户首页,§7用户小程序,P0-020,M3-000,完成“用户首页”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,搜索、分类、活动、福利卡、配送区域和个人订单入口完整；不混入企业采购入口。,unit+api+p0-e2e,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p020,,,,,NO,按原子提交回退；迁移仅向前修复,,
M3-P022,52,M3,BUSINESS_VERTICAL_SLICE,P0,个人与企业跨供应商订单,§8企业采购、§9订单福利卡支付,P0-022,"M3-000,M3-P020",完成“个人与企业跨供应商订单”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,个人零售和企业采购均允许一次选择至少三个供应商商品，向公司提交一个主订单并完成一次结账；平台按 supplierId 准确生成各供应商履约子单。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p022,,,,,NO,按原子提交回退；迁移仅向前修复,,
M3-P023,53,M3,BUSINESS_VERTICAL_SLICE,P0,库存预扣,§8企业采购、§9订单福利卡支付,P0-023,"M3-000,M3-P022",完成“库存预扣”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,提交订单预扣库存，支付取消、失败或超时时库存与福利卡冻结均准确释放。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p023,,,,,NO,按原子提交回退；迁移仅向前修复,,
M3-P024,54,M3,FINANCE_TRANSACTION,P0,支付幂等,§8企业采购、§9订单福利卡支付,P0-024,"M3-000,M3-P023",完成“支付幂等”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,重复微信支付回调不重复扣福利卡、微信支付金额或共用库存，不重复生成个人跑腿任务、企业配送单或改变订单金额。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p024,,,,,YES,按原子提交回退；迁移仅向前修复,,
M3-P025,55,M3,FINANCE_TRANSACTION,P0,公司统一对客结账,§8企业采购、§9订单福利卡支付,P0-025,"M3-000,M3-P024",完成“公司统一对客结账”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,个人和企业跨供应商主订单均只向公司结账；福利卡由公司统一发行记账，P0 在线现金付款只进入公司微信支付商户号，供应商不接触客户资金或分别收款，支付宝等其他通道请求被拒绝。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p025,,,,,NO,按原子提交回退；迁移仅向前修复,,
M3-P026,56,M3,FINANCE_TRANSACTION,P0,按原支付结构退款,§8企业采购、§9订单福利卡支付,P0-026,"M3-000,M3-P025",完成“按原支付结构退款”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,公司发起退款，福利卡部分退原账户、微信支付部分退原微信支付交易，并生成资金、库存和对账影响记录。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p026,,,,,YES,按原子提交回退；迁移仅向前修复,,
M3-P027,57,M3,BUSINESS_VERTICAL_SLICE,P0,门户宣传,§8企业采购、§9订单福利卡支付,P0-027,M3-000,完成“门户宣传”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,公司介绍、供应链能力、案例、供应商合作、新闻和联系页面完整并支持 SEO。,unit+api+p0-e2e,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p027,,,,,NO,按原子提交回退；迁移仅向前修复,,
M3-P028,58,M3,BUSINESS_VERTICAL_SLICE,P0,企业注册认证,§8企业采购、§9订单福利卡支付,P0-028,"M3-000,M3-P027",完成“企业注册认证”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,正常企业可从门户“社区集采”入口注册，提交营业执照、联系人、开票和收货资料，并完成审核补正和认证。,unit+api+p0-e2e,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p028,,,,,YES,按原子提交回退；迁移仅向前修复,,
M3-P029,59,M3,BUSINESS_VERTICAL_SLICE,P0,统一企业采购,§8企业采购、§9订单福利卡支付,P0-029,"M3-000,M3-P028",完成“统一企业采购”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,认证企业可跨供应商选择带集采标识的共用商品，提交一个企业主订单并完成付款、统一配送、收货、售后和发票。,unit+api+p0-e2e,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p029,,,,,NO,按原子提交回退；迁移仅向前修复,,
M3-P030,60,M3,BUSINESS_VERTICAL_SLICE,P0,社区集采边界,§8企业采购、§9订单福利卡支付,P0-030,"M3-000,M3-P029",完成“社区集采边界”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,“社区集采”不依赖指定社区、活动时间、成团门槛或团长；平台不实现企业内部 OA、预算和采购审批。,unit+api+p0-e2e,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p030,,,,,NO,按原子提交回退；迁移仅向前修复,,
M3-P031,61,M3,BUSINESS_VERTICAL_SLICE,P0,供应商备货,§8企业采购、§9订单福利卡支付,P0-031,"M3-000,M3-P029",完成“供应商备货”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,个人和企业主订单均按 supplierId 生成 SupplierFulfillmentSubOrder；各供应商只能确认、报缺、备货和移交自己的商品，不得看到其他供应商子单。,unit+api+p0-e2e,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p031,,,,,NO,按原子提交回退；迁移仅向前修复,,
M3-P051,62,M3,FINANCE_TRANSACTION,P0,福利卡计划与批次,§8企业采购、§9订单福利卡支付,P0-051,M3-000,完成“福利卡计划与批次”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,公司可创建企业福利计划和发行批次，配置额度、适用范围、领取方式、协议版本和状态；资金来源只允许企业福利发放、公司活动赠送、实体卡/兑换码。,unit+api+p0-e2e+funding-source-whitelist+idempotency,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p051,,,,,YES,按原子提交回退；迁移仅向前修复,,
M3-P052,63,M3,FINANCE_TRANSACTION,P0,福利卡绑定,§8企业采购、§9订单福利卡支付,P0-052,"M3-000,M3-P051",完成“福利卡绑定”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,用户可通过卡号密码、兑换码或扫码绑定；重复兑换、作废卡、冻结卡和非本人领取均被拦截且结果幂等。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p052,,,,,YES,按原子提交回退；迁移仅向前修复,,
M3-P053,64,M3,FINANCE_TRANSACTION,P0,福利卡账户选择,§8企业采购、§9订单福利卡支付,P0-053,"M3-000,M3-P052",完成“福利卡账户选择”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,结算页只展示当前订单可用账户，显示余额与适用范围，并自动计算最大可抵扣金额。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p053,,,,,YES,按原子提交回退；迁移仅向前修复,,
M3-P054,65,M3,FINANCE_TRANSACTION,P0,福利卡适用范围,§8企业采购、§9订单福利卡支付,P0-054,"M3-000,M3-P051",完成“福利卡适用范围”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,分类/商品白名单、黑名单和配送费规则由后端统一校验，商品详情、购物车和结算页口径一致。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p054,,,,,YES,按原子提交回退；迁移仅向前修复,,
M3-P055,66,M3,FINANCE_TRANSACTION,P0,福利卡全额支付,§8企业采购、§9订单福利卡支付,P0-055,"M3-000,M3-P053",完成“福利卡全额支付”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,现金应付为零时不调用外部支付，福利卡冻结转实扣、订单置为已支付和流水写入在同一幂等事务完成。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p055,,,,,YES,按原子提交回退；迁移仅向前修复,,
M3-P056,67,M3,FINANCE_TRANSACTION,P0,福利卡＋微信支付成功,§8企业采购、§9订单福利卡支付,P0-056,"M3-000,M3-P055",完成“福利卡＋微信支付成功”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,福利卡先冻结，微信支付差额成功后福利卡转实扣；订单总额始终等于福利卡抵扣加微信支付实付，且只生成一笔公司微信支付交易。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p056,,,,,YES,按原子提交回退；迁移仅向前修复,,
M3-P057,68,M3,FINANCE_TRANSACTION,P0,混合支付取消,§8企业采购、§9订单福利卡支付,P0-057,"M3-000,M3-P056",完成“混合支付取消”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,用户取消后服务端先查微信支付交易，确认未支付才释放福利卡、优惠券和库存；状态未知时不误释放。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p057,,,,,YES,按原子提交回退；迁移仅向前修复,,
M3-P058,69,M3,FINANCE_TRANSACTION,P0,混合支付拆分退款,§8企业采购、§9订单福利卡支付,P0-058,"M3-000,M3-P056",完成“混合支付拆分退款”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,全额和部分退款均按 OrderPaymentAllocation 返回原福利卡账户和原微信支付交易，尾差规则确定且可复现。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p058,,,,,YES,按原子提交回退；迁移仅向前修复,,
M3-P059,70,M3,FINANCE_TRANSACTION,P0,福利卡账本,§8企业采购、§9订单福利卡支付,P0-059,"M3-000,M3-P058",完成“福利卡账本”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,发行、领取、冻结、解冻、实扣、退款、冲正和调整全部写入append-only WelfareCardLedger，余额与流水一致且不为负；个人现金充值和第四类资金来源被拒绝且不写流水。,unit+api+p0-e2e+concurrency+idempotency+funding-source-negative,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p059,,,,,NO,按原子提交回退；迁移仅向前修复,,
M3-P062,71,M3,BUSINESS_VERTICAL_SLICE,P0,多供应商企业主订单,§8企业采购、§9订单福利卡支付,P0-062,"M3-000,M3-P029",完成“多供应商企业主订单”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,企业可一次选择至少三个供应商商品并提交一个主订单；平台按 supplierId 准确生成子单，金额与商品汇总一致。,unit+api+p0-e2e,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p062,,,,,NO,按原子提交回退；迁移仅向前修复,,
M3-P073,72,M3,UI_VERTICAL_SLICE,P0,门户全站导航,§8企业门户网站,P0-073,M3-000,完成“门户全站导航”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,桌面和移动端均提供首页、关于、供应链能力、社区集采、福利卡、供应商合作、新闻和联系入口；登录前后企业入口、采购车和工作台状态正确，页脚主体和法律入口完整。,unit+api+p0-e2e,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p073,,,,,NO,按原子提交回退；迁移仅向前修复,,
M3-P074,73,M3,UI_VERTICAL_SLICE,P0,门户首页闭环,§8企业门户网站,P0-074,"M3-000,M3-P073",完成“门户首页闭环”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,首页按主视觉、核心服务、供应链能力、社区集采说明、分类预览、授权案例、供应商合作、新闻和底部 CTA 顺序展示；不使用虚构销量、倒计时或未授权案例。,unit+api+p0-e2e,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p074,,,,,NO,按原子提交回退；迁移仅向前修复,,
M3-P075,74,M3,UI_VERTICAL_SLICE,P0,企业宣传页面,§8企业门户网站,P0-075,"M3-000,M3-P073",完成“企业宣传页面”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,关于、能力、案例、新闻和联系页面内容完整，资质与案例按授权展示，规则公告保留版本和生效时间，页面具有明确下一步入口。,unit+api+p0-e2e,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p075,,,,,NO,按原子提交回退；迁移仅向前修复,,
M3-P076,75,M3,UI_VERTICAL_SLICE,P0,供应商与福利服务页,§8企业门户网站,P0-076,"M3-000,M3-P073",完成“供应商与福利服务页”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,供应商合作页明确条件、分类、资料、流程、注册与登录；福利卡服务页明确企业办理和员工使用流程，商务咨询表单最小化收集并幂等提交。,unit+api+p0-e2e,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p076,,,,,NO,按原子提交回退；迁移仅向前修复,,
M3-P077,76,M3,UI_VERTICAL_SLICE,P0,企业注册认证界面,§8企业门户网站,P0-077,"M3-000,M3-P074",完成“企业注册认证界面”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,企业注册、主体、联系人、开票、收货、预览提交和认证进度页面完整；补正定位字段，暂停说明影响，重复企业和上传异常均有安全且可操作的反馈。,unit+api+p0-e2e,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p077,,,,,YES,按原子提交回退；迁移仅向前修复,,
M3-P078,77,M3,UI_VERTICAL_SLICE,P0,企业采购货架,§8企业门户网站,P0-078,"M3-000,M3-P077",完成“企业采购货架”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,认证企业可使用分类、搜索、筛选、商品卡和模板化详情；只展示带集采标识的共用商品、集采销售价和必要库存状态，供应价与内部毛利在页面和接口中均不存在。,unit+api+p0-e2e,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p078,,,,,NO,按原子提交回退；迁移仅向前修复,,
M3-P079,78,M3,UI_VERTICAL_SLICE,P0,采购车与结算界面,§8企业门户网站,P0-079,"M3-000,M3-P078",完成“采购车与结算界面”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,采购车支持跨供应商分组但统一结账；结算页统一展示商品、地址、开票、配送、付款和总金额，价格/库存/配送变化逐项提示且不产生多次付款。,unit+api+p0-e2e,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p079,,,,,NO,按原子提交回退；迁移仅向前修复,,
M3-P080,79,M3,UI_VERTICAL_SLICE,P0,企业工作台与订单,§8企业门户网站,P0-080,"M3-000,M3-P077",完成“企业工作台与订单”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,工作台、订单列表、订单详情、统一配送时间线、售后、发票、常购清单、企业资料和消息页面完整；数据仅限本企业且不展示供应商内部结算。,unit+api+p0-e2e,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p080,,,,,NO,按原子提交回退；迁移仅向前修复,,
M3-P081,80,M3,UI_VERTICAL_SLICE,P0,响应式与页面状态,§8企业门户网站,P0-081,"M3-000,M3-P073",完成“响应式与页面状态”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,桌面、平板和手机可完成注册、浏览、采购车、下单、订单和售后；加载、空态、失败、未认证、无权限、对象失效和表单错误状态均有明确反馈。,unit+api+p0-e2e,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p081,,,,,NO,按原子提交回退；迁移仅向前修复,,
M3-P083,81,M3,UI_VERTICAL_SLICE,P0,用户小程序定位与入口隔离,§7用户小程序,P0-083,M3-000,完成“用户小程序定位与入口隔离”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,小程序是个人零售入口，游客可浏览、登录后交易；公司是唯一销售/收款/退款/开票/售后主体，页面不出现企业采购交易、供应商后台或跑腿工作台入口。,unit+api+p0-e2e+wechat-device-manual,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p083,,,,,YES,按原子提交回退；迁移仅向前修复,,
M3-P084,82,M3,UI_VERTICAL_SLICE,P0,小程序导航与页面路径,§7用户小程序,P0-084,"M3-000,M3-P083",完成“小程序导航与页面路径”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,首页、分类、购物车、我的四个 TabBar 入口及搜索、详情、确认订单、支付结果、订单、售后、福利卡、地址、发票、消息和客服页面路径完整，深链返回和登录回跳正确。,unit+api+p0-e2e+wechat-device-manual,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p084,,,,,YES,按原子提交回退；迁移仅向前修复,,
M3-P085,83,M3,UI_VERTICAL_SLICE,P0,按需登录与授权,§7用户小程序,P0-085,"M3-000,M3-P084",完成“按需登录与授权”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,启动不强制手机号、定位或订阅消息授权；受保护操作再登录并说明用途，拒绝授权仍可游客浏览；服务端以微信身份绑定 userId，前端不能指定他人身份。,unit+api+p0-e2e+wechat-device-manual,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p085,,,,,YES,按原子提交回退；迁移仅向前修复,,
M3-P086,84,M3,UI_VERTICAL_SLICE,P0,小程序首页,§7用户小程序,P0-086,"M3-000,M3-P085",完成“小程序首页”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,收货区域、搜索、运营位、快捷分类、福利专区、主题商品、推荐/继续购买和服务保障完整；运营内容有有效期与落地页白名单，切换区域后重新校验但不直接清空购物车。,unit+api+p0-e2e+wechat-device-manual,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p086,,,,,YES,按原子提交回退；迁移仅向前修复,,
M3-P087,85,M3,UI_VERTICAL_SLICE,P0,分类、搜索与列表,§7用户小程序,P0-087,"M3-000,M3-P086",完成“分类、搜索与列表”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,启用分类树、搜索建议、模板属性筛选、排序、稳定分页和状态恢复完整；只返回个人渠道可售商品和平台零售价，无结果、下架、售罄及区域不可售均可理解并可恢复。,unit+api+p0-e2e+wechat-device-manual,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p087,,,,,YES,按原子提交回退；迁移仅向前修复,,
M3-P088,86,M3,UI_VERTICAL_SLICE,P0,模板化商品详情,§7用户小程序,P0-088,"M3-000,M3-P087",完成“模板化商品详情”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,商品媒体、标题、平台零售价、SKU、福利卡适用、库存、配送、售后、分类模板模块、供应来源和底部操作完整；不同分类按模板版本展示且历史订单快照不被升级改写。,unit+api+p0-e2e+wechat-device-manual,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p088,,,,,YES,按原子提交回退；迁移仅向前修复,,
M3-P089,87,M3,UI_VERTICAL_SLICE,P0,看他还卖什么边界,§7用户小程序,P0-089,"M3-000,M3-P088",完成“看他还卖什么边界”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,按当前 supplierId 返回公司已审核上架且个人可售的 Product/Sku，继续使用公司货架、价格、购物车、协议和客服；不存在供应商店铺、装修、评分、联系方式、独立售后或独立付款。,unit+api+p0-e2e+wechat-device-manual,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m3-m3-p089,,,,,YES,按原子提交回退；迁移仅向前修复,,
