ContractID,Stage,Domain,Method,Path,Actor,RequestDTO,ResponseDTO,CommonResponse,ErrorCodes,Idempotency,SensitiveFieldPolicy,MoneyRule,P0,OpenAPIStatus,DTOStatus,ErrorCodeStatus,ContractTest,Owner,Notes
API-031,M3,catalog,GET,/v1/catalog/suppliers/{supplierId}/products,PUBLIC_OR_AUTHENTICATED,SupplierProductQuery,PublicProductPageResponse,"{success,data,error:{code,message,details?},requestId}",SUPPLIER_NOT_ACTIVE|SUPPLIER_SCOPE_FORBIDDEN|PRODUCT_NOT_SALEABLE|FORBIDDEN_CAPABILITY,NONE,NEVER_RETURN; DTO白名单；供应价、结算、供应商私有字段和店铺语义均不返回,金额字段整数分；只返回当前零售销售价；禁止客户端提交供应价或结算快照,"P0-010,P0-089",GENERATED,IMPLEMENTED,IMPLEMENTED,FREEZE:tests/contracts/m3-contract-freeze.contract.test.mjs;RUNTIME:TO_BE_CREATED,CODEX,M3-000已冻结DTO白名单、错误码、权限、幂等、资金与缓存边界；OpenAPI运行时仍为PLANNED/NOT_IMPLEMENTED
API-032,M3,consumer-auth,POST,/v1/consumer-auth/wechat-login,CONSUMER,WechatLoginRequest,ConsumerSessionResponse,"{success,data,error:{code,message,details?},requestId}",WECHAT_CODE_INVALID|CONSENT_REQUIRED,loginNonce,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,金额字段整数分；服务端重算；禁止客户端提交供应价或结算快照,P0-085,PLANNED,PLANNED,PLANNED,FREEZE:tests/contracts/m3-contract-freeze.contract.test.mjs;RUNTIME:TO_BE_CREATED,CODEX,M3-000已冻结DTO白名单、错误码、权限、幂等、资金与缓存边界；OpenAPI运行时仍为PLANNED/NOT_IMPLEMENTED
API-033,M3,cart,GET,/v1/consumer/cart,CONSUMER,None,ShoppingCartResponse,"{success,data,error:{code,message,details?},requestId}",COMMON_AUTH_VALIDATION_ERRORS,NONE,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,金额字段整数分；服务端重算；禁止客户端提交供应价或结算快照,"P0-022,P0-090",PLANNED,PLANNED,PLANNED,FREEZE:tests/contracts/m3-contract-freeze.contract.test.mjs;RUNTIME:TO_BE_CREATED,CODEX,M3-000已冻结DTO白名单、错误码、权限、幂等、资金与缓存边界；OpenAPI运行时仍为PLANNED/NOT_IMPLEMENTED
API-034,M3,cart,PUT,/v1/consumer/cart/items/{skuId},CONSUMER,CartItemUpsertRequest,ShoppingCartResponse,"{success,data,error:{code,message,details?},requestId}",PRODUCT_NOT_SALEABLE|INVENTORY_INSUFFICIENT,Idempotency-Key,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,金额字段整数分；服务端重算；禁止客户端提交供应价或结算快照,"P0-022,P0-090",PLANNED,PLANNED,PLANNED,FREEZE:tests/contracts/m3-contract-freeze.contract.test.mjs;RUNTIME:TO_BE_CREATED,CODEX,M3-000已冻结DTO白名单、错误码、权限、幂等、资金与缓存边界；OpenAPI运行时仍为PLANNED/NOT_IMPLEMENTED
API-035,M3,checkout,POST,/v1/consumer/checkout/preview,CONSUMER,ConsumerCheckoutPreviewRequest,CheckoutPreviewResponse,"{success,data,error:{code,message,details?},requestId}",PRICE_CHANGED|INVENTORY_INSUFFICIENT|WELFARE_SCOPE_MISMATCH,previewKey,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,金额字段整数分；服务端重算；禁止客户端提交供应价或结算快照,"P0-022,P0-053,P0-091,P0-092",PLANNED,PLANNED,PLANNED,FREEZE:tests/contracts/m3-contract-freeze.contract.test.mjs;RUNTIME:TO_BE_CREATED,CODEX,M3-000已冻结DTO白名单、错误码、权限、幂等、资金与缓存边界；OpenAPI运行时仍为PLANNED/NOT_IMPLEMENTED
API-036,M3,orders,POST,/v1/consumer/orders,CONSUMER,CreateOrderRequestDto,CreateBuyerOrderResponseDto,"显式白名单DTO；错误={statusCode,code,message,requestId}",AUTHENTICATION_REQUIRED|ACCESS_DENIED|FIELD_FORBIDDEN|VALIDATION_FAILED|PRODUCT_NOT_SALEABLE|IDEMPOTENCY_KEY_REQUIRED|IDEMPOTENCY_CONFLICT|INVENTORY_INSUFFICIENT|INVENTORY_RESERVATION_CONFLICT,Idempotency-Key,NEVER_RETURN；DTO白名单；companyId/consumerUserId/enterpriseCustomerId/supplierId由会话与商品派生,金额字段整数分；服务端按个人零售价或企业集采价重算；供应价仅内部快照,"P0-022,P0-023,P0-025,P0-091",GENERATED,IMPLEMENTED,IMPLEMENTED,apps/api/test/supertest/cross-supplier-order-api.test.mjs|apps/api/test/unit/prisma-order-repository.test.mjs|tests/e2e/p0/p0-023-inventory-reservation.spec.ts|packages/contracts/openapi.json,CODEX,个人订单创建在同一Serializable事务预扣全部共享SKU库存；缺货/并发冲突返回稳定409且不部分写入；响应白名单不返回库存内部字段或供应价。
API-037,M3,orders,GET,/v1/consumer/orders/{orderId},CONSUMER,None,ConsumerOrderDetailResponse,"{success,data,error:{code,message,details?},requestId}",ORDER_SCOPE_FORBIDDEN,NONE,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,金额字段整数分；服务端重算；禁止客户端提交供应价或结算快照,"P0-094,P0-095",PLANNED,PLANNED,PLANNED,FREEZE:tests/contracts/m3-contract-freeze.contract.test.mjs;RUNTIME:TO_BE_CREATED,CODEX,M3-000已冻结DTO白名单、错误码、权限、幂等、资金与缓存边界；OpenAPI运行时仍为PLANNED/NOT_IMPLEMENTED
API-038,M3,welfare-card,POST,/v1/consumer/welfare-card-accounts/bind,CONSUMER,WelfareCardBindRequest,WelfareCardAccountResponse,"{success,data,error:{code,message,details?},requestId}",CARD_CODE_INVALID|CARD_ALREADY_CLAIMED,Idempotency-Key,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,金额字段整数分；服务端重算；禁止客户端提交供应价或结算快照,P0-052,PLANNED,PLANNED,PLANNED,FREEZE:tests/contracts/m3-contract-freeze.contract.test.mjs;RUNTIME:TO_BE_CREATED,CODEX,M3-000已冻结DTO白名单、错误码、权限、幂等、资金与缓存边界；OpenAPI运行时仍为PLANNED/NOT_IMPLEMENTED
API-039,M3,welfare-card,GET,/v1/consumer/welfare-card-accounts/eligible,CONSUMER,EligibilityQuery,EligibleWelfareAccountsResponse,"{success,data,error:{code,message,details?},requestId}",COMMON_AUTH_VALIDATION_ERRORS,NONE,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,金额字段整数分；服务端重算；禁止客户端提交供应价或结算快照,"P0-053,P0-054,P0-092",PLANNED,PLANNED,PLANNED,FREEZE:tests/contracts/m3-contract-freeze.contract.test.mjs;RUNTIME:TO_BE_CREATED,CODEX,M3-000已冻结DTO白名单、错误码、权限、幂等、资金与缓存边界；OpenAPI运行时仍为PLANNED/NOT_IMPLEMENTED
API-040,M3,welfare-card,GET,/v1/consumer/welfare-card-accounts/{accountId}/ledger,CONSUMER,LedgerQuery,ConsumerWelfareLedgerResponse,"{success,data,error:{code,message,details?},requestId}",ACCOUNT_SCOPE_FORBIDDEN,NONE,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,金额字段整数分；服务端重算；禁止客户端提交供应价或结算快照,"P0-059,P0-097",PLANNED,PLANNED,PLANNED,FREEZE:tests/contracts/m3-contract-freeze.contract.test.mjs;RUNTIME:TO_BE_CREATED,CODEX,M3-000已冻结DTO白名单、错误码、权限、幂等、资金与缓存边界；OpenAPI运行时仍为PLANNED/NOT_IMPLEMENTED
API-041,M3,payments,POST,/v1/orders/{orderId}/wechat-prepay,CONSUMER_OR_ENTERPRISE,WechatPrepayRequest,WechatPrepayResponse,"{success,data,error:{code,message,details?},requestId}",PAYMENT_AMOUNT_MISMATCH|PAYMENT_STATE_INVALID,Idempotency-Key,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,金额字段整数分；服务端重算；禁止客户端提交供应价或结算快照,"P0-024,P0-056,P0-093",PLANNED,PLANNED,PLANNED,FREEZE:tests/contracts/m3-contract-freeze.contract.test.mjs;RUNTIME:TO_BE_CREATED,CODEX,M3-000已冻结DTO白名单、错误码、权限、幂等、资金与缓存边界；OpenAPI运行时仍为PLANNED/NOT_IMPLEMENTED
API-042,M3,payments,POST,/v1/payment-notifications/wechat,WECHAT_PLATFORM,RawWechatNotification,CallbackAckResponse,"{success,data,error:{code,message,details?},requestId}",SIGNATURE_INVALID|AMOUNT_MISMATCH,wechatTransactionId,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,金额字段整数分；服务端重算；禁止客户端提交供应价或结算快照,"P0-024,P0-056",PLANNED,PLANNED,PLANNED,FREEZE:tests/contracts/m3-contract-freeze.contract.test.mjs;RUNTIME:TO_BE_CREATED,CODEX,M3-000已冻结DTO白名单、错误码、权限、幂等、资金与缓存边界；OpenAPI运行时仍为PLANNED/NOT_IMPLEMENTED
API-043,M3,refunds,POST,/v1/aftersales/{afterSaleId}/refund,COMPANY_ORDER_SERVICE,RefundCreateRequest,RefundResponse,"{success,data,error:{code,message,details?},requestId}",REFUND_ALLOCATION_INVALID|REFUND_DUPLICATE|SAME_NATURAL_PERSON_REVIEW_FORBIDDEN,Idempotency-Key,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,金额字段整数分；服务端重算；禁止客户端提交供应价或结算快照,"P0-026,P0-058,P0-096",PLANNED,PLANNED,PLANNED,FREEZE:tests/contracts/m3-contract-freeze.contract.test.mjs;RUNTIME:TO_BE_CREATED,CODEX,M3-000已冻结DTO白名单、错误码、权限、幂等、资金与缓存边界；OpenAPI运行时仍为PLANNED/NOT_IMPLEMENTED
API-044,M3,enterprise-auth,POST,/v1/enterprise/registrations,PUBLIC,EnterpriseRegistrationRequest,EnterpriseRegistrationResponse,"{success,data,error:{code,message,details?},requestId}",CREDIT_CODE_DUPLICATE,Idempotency-Key,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,金额字段整数分；服务端重算；禁止客户端提交供应价或结算快照,"P0-028,P0-077",PLANNED,PLANNED,PLANNED,FREEZE:tests/contracts/m3-contract-freeze.contract.test.mjs;RUNTIME:TO_BE_CREATED,CODEX,M3-000已冻结DTO白名单、错误码、权限、幂等、资金与缓存边界；OpenAPI运行时仍为PLANNED/NOT_IMPLEMENTED
API-045,M3,enterprise-auth,POST,/v1/enterprise-auth/login,ENTERPRISE_USER,EnterpriseLoginRequest,EnterpriseSessionResponse,"{success,data,error:{code,message,details?},requestId}",AUTH_INVALID|ENTERPRISE_NOT_ACTIVE,requestId,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,金额字段整数分；服务端重算；禁止客户端提交供应价或结算快照,P0-077,PLANNED,PLANNED,PLANNED,FREEZE:tests/contracts/m3-contract-freeze.contract.test.mjs;RUNTIME:TO_BE_CREATED,CODEX,M3-000已冻结DTO白名单、错误码、权限、幂等、资金与缓存边界；OpenAPI运行时仍为PLANNED/NOT_IMPLEMENTED
API-046,M3,company-enterprise-review,POST,/v1/company/enterprise-registrations/{enterpriseId}/review,AUTHORIZED_COMPANY_REVIEWER,EnterpriseReviewRequest,EnterpriseRegistrationResponse,"{success,data,error:{code,message,details?},requestId}",APPROVAL_VERSION_CONFLICT|SELF_APPROVAL_FORBIDDEN,Idempotency-Key,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,金额字段整数分；服务端重算；禁止客户端提交供应价或结算快照,"P0-028,P0-077",PLANNED,PLANNED,PLANNED,FREEZE:tests/contracts/m3-contract-freeze.contract.test.mjs;RUNTIME:TO_BE_CREATED,CODEX,M3-000已冻结DTO白名单、错误码、权限、幂等、资金与缓存边界；OpenAPI运行时仍为PLANNED/NOT_IMPLEMENTED
API-047,M3,enterprise-procurement,GET,/v1/enterprise/catalog/products,ENTERPRISE_PURCHASER,EnterpriseCatalogQuery,EnterpriseProductPageResponse,"{success,data,error:{code,message,details?},requestId}",ENTERPRISE_NOT_CERTIFIED,NONE,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,金额字段整数分；服务端重算；禁止客户端提交供应价或结算快照,"P0-029,P0-061,P0-078",PLANNED,PLANNED,PLANNED,FREEZE:tests/contracts/m3-contract-freeze.contract.test.mjs;RUNTIME:TO_BE_CREATED,CODEX,M3-000已冻结DTO白名单、错误码、权限、幂等、资金与缓存边界；OpenAPI运行时仍为PLANNED/NOT_IMPLEMENTED
API-048,M3,enterprise-procurement,POST,/v1/enterprise/orders,ENTERPRISE_PURCHASER,CreateOrderRequestDto,CreateBuyerOrderResponseDto,"显式白名单DTO；错误={statusCode,code,message,requestId}",AUTHENTICATION_REQUIRED|ACCESS_DENIED|FIELD_FORBIDDEN|VALIDATION_FAILED|PRODUCT_NOT_SALEABLE|IDEMPOTENCY_KEY_REQUIRED|IDEMPOTENCY_CONFLICT|INVENTORY_INSUFFICIENT|INVENTORY_RESERVATION_CONFLICT,Idempotency-Key,NEVER_RETURN；DTO白名单；companyId/consumerUserId/enterpriseCustomerId/supplierId由会话与商品派生,金额字段整数分；服务端按个人零售价或企业集采价重算；供应价仅内部快照,"P0-029,P0-062,P0-079",GENERATED,IMPLEMENTED,IMPLEMENTED,apps/api/test/supertest/cross-supplier-order-api.test.mjs|apps/api/test/unit/prisma-order-repository.test.mjs|tests/e2e/p0/p0-023-inventory-reservation.spec.ts|packages/contracts/openapi.json,CODEX,企业订单创建在同一Serializable事务预扣全部共享SKU库存；缺货/并发冲突返回稳定409且不部分写入；响应白名单不返回库存内部字段或供应价。
API-049,M3,enterprise-procurement,GET,/v1/enterprise/orders/{orderId},ENTERPRISE_USER,None,EnterpriseOrderDetailResponse,"{success,data,error:{code,message,details?},requestId}",ENTERPRISE_SCOPE_FORBIDDEN,NONE,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,金额字段整数分；服务端重算；禁止客户端提交供应价或结算快照,"P0-080,P0-117,P0-119",PLANNED,PLANNED,PLANNED,FREEZE:tests/contracts/m3-contract-freeze.contract.test.mjs;RUNTIME:TO_BE_CREATED,CODEX,M3-000已冻结DTO白名单、错误码、权限、幂等、资金与缓存边界；OpenAPI运行时仍为PLANNED/NOT_IMPLEMENTED
API-050,M3,enterprise-remittance,POST,/v1/enterprise/orders/{orderId}/remittance-proof,ENTERPRISE_PURCHASER,EnterpriseRemittanceProofRequest,EnterpriseOrderDetailResponse,"{success,data,error:{code,message,details?},requestId}",PAYMENT_METHOD_INVALID|REMITTANCE_ALREADY_SUBMITTED,Idempotency-Key,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,金额字段整数分；服务端重算；禁止客户端提交供应价或结算快照,"P0-025,P0-029,P0-079",PLANNED,PLANNED,PLANNED,FREEZE:tests/contracts/m3-contract-freeze.contract.test.mjs;RUNTIME:TO_BE_CREATED,CODEX,M3-000已冻结DTO白名单、错误码、权限、幂等、资金与缓存边界；OpenAPI运行时仍为PLANNED/NOT_IMPLEMENTED
API-051,M3,enterprise-remittance,POST,/v1/company/enterprise-orders/{orderId}/remittance-review,COMPANY_FINANCE,EnterpriseRemittanceReviewRequest,EnterpriseOrderDetailResponse,"{success,data,error:{code,message,details?},requestId}",AMOUNT_MISMATCH|APPROVAL_VERSION_CONFLICT,Idempotency-Key,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,金额字段整数分；服务端重算；禁止客户端提交供应价或结算快照,"P0-025,P0-029",PLANNED,PLANNED,PLANNED,FREEZE:tests/contracts/m3-contract-freeze.contract.test.mjs;RUNTIME:TO_BE_CREATED,CODEX,M3-000已冻结DTO白名单、错误码、权限、幂等、资金与缓存边界；OpenAPI运行时仍为PLANNED/NOT_IMPLEMENTED
API-052,M3,supplier-fulfillment,GET,/v1/supplier/fulfillment-sub-orders,SUPPLIER_FULFILLMENT,SubOrderQuery,SupplierSubOrderPageResponse,"{success,data,error:{code,message,details?},requestId}",SUPPLIER_SCOPE_FORBIDDEN,NONE,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,金额字段整数分；服务端重算；禁止客户端提交供应价或结算快照,P0-031,PLANNED,PLANNED,PLANNED,FREEZE:tests/contracts/m3-contract-freeze.contract.test.mjs;RUNTIME:TO_BE_CREATED,CODEX,M3-000已冻结DTO白名单、错误码、权限、幂等、资金与缓存边界；OpenAPI运行时仍为PLANNED/NOT_IMPLEMENTED
API-053,M3,supplier-fulfillment,POST,/v1/supplier/fulfillment-sub-orders/{subOrderId}/nodes,SUPPLIER_FULFILLMENT,FulfillmentNodeRequest,SupplierSubOrderResponse,"{success,data,error:{code,message,details?},requestId}",STATE_TRANSITION_INVALID|SUPPLIER_SCOPE_FORBIDDEN,Idempotency-Key,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,金额字段整数分；服务端重算；禁止客户端提交供应价或结算快照,P0-031,PLANNED,PLANNED,PLANNED,FREEZE:tests/contracts/m3-contract-freeze.contract.test.mjs;RUNTIME:TO_BE_CREATED,CODEX,M3-000已冻结DTO白名单、错误码、权限、幂等、资金与缓存边界；OpenAPI运行时仍为PLANNED/NOT_IMPLEMENTED
API-054,M4,runner-auth,POST,/v1/runner/applications,PUBLIC,RunnerApplicationRequest,RunnerApplicationResponse,"{success,data,error:{code,message,details?},requestId}",APPLICATION_DUPLICATE,Idempotency-Key,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,N/A,"P0-100,P0-101",PLANNED,PLANNED,PLANNED,TO_BE_CREATED,UNASSIGNED,路径为执行初始契约；阶段M*-000冻结后方可编码
API-055,M4,runner-auth,POST,/v1/runner-auth/wechat-login,RUNNER,RunnerWechatLoginRequest,RunnerSessionResponse,"{success,data,error:{code,message,details?},requestId}",RUNNER_NOT_APPROVED|RUNNER_SUSPENDED,loginNonce,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,N/A,P0-101,PLANNED,PLANNED,PLANNED,TO_BE_CREATED,UNASSIGNED,路径为执行初始契约；阶段M*-000冻结后方可编码
API-056,M4,company-runner-review,POST,/v1/company/runner-applications/{applicationId}/review,COMPANY_LOGISTICS,RunnerApplicationReviewRequest,RunnerApplicationResponse,"{success,data,error:{code,message,details?},requestId}",APPROVAL_VERSION_CONFLICT,Idempotency-Key,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,N/A,P0-100,PLANNED,PLANNED,PLANNED,TO_BE_CREATED,UNASSIGNED,路径为执行初始契约；阶段M*-000冻结后方可编码
API-057,M4,runner-tasks,GET,/v1/runner/task-hall,RUNNER,TaskHallQuery,TaskHallPageResponse,"{success,data,error:{code,message,details?},requestId}",RUNNER_OFFLINE|SERVICE_AREA_FORBIDDEN,NONE,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,N/A,"P0-103,P0-104",PLANNED,PLANNED,PLANNED,TO_BE_CREATED,UNASSIGNED,路径为执行初始契约；阶段M*-000冻结后方可编码
API-058,M4,runner-tasks,POST,/v1/runner/tasks/{taskId}/claim,RUNNER,ClaimTaskRequest,RunnerTaskResponse,"{success,data,error:{code,message,details?},requestId}",TASK_ALREADY_CLAIMED|CLAIM_RESULT_UNKNOWN,Idempotency-Key,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,N/A,P0-105,PLANNED,PLANNED,PLANNED,TO_BE_CREATED,UNASSIGNED,路径为执行初始契约；阶段M*-000冻结后方可编码
API-059,M4,runner-tasks,GET,/v1/runner/tasks/{taskId},ASSIGNED_RUNNER,None,RunnerTaskDetailResponse,"{success,data,error:{code,message,details?},requestId}",TASK_ACCESS_REVOKED,NONE,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,N/A,"P0-106,P0-108,P0-111",PLANNED,PLANNED,PLANNED,TO_BE_CREATED,UNASSIGNED,路径为执行初始契约；阶段M*-000冻结后方可编码
API-060,M4,runner-tasks,POST,/v1/runner/tasks/{taskId}/nodes,ASSIGNED_RUNNER,DeliveryNodeRequest,RunnerTaskResponse,"{success,data,error:{code,message,details?},requestId}",STATE_TRANSITION_INVALID|TASK_ACCESS_REVOKED,Idempotency-Key,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,N/A,P0-107,PLANNED,PLANNED,PLANNED,TO_BE_CREATED,UNASSIGNED,路径为执行初始契约；阶段M*-000冻结后方可编码
API-061,M4,runner-tasks,POST,/v1/runner/tasks/{taskId}/exceptions,ASSIGNED_RUNNER,DeliveryExceptionRequest,DeliveryExceptionResponse,"{success,data,error:{code,message,details?},requestId}",TASK_ACCESS_REVOKED,Idempotency-Key,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,N/A,P0-109,PLANNED,PLANNED,PLANNED,TO_BE_CREATED,UNASSIGNED,路径为执行初始契约；阶段M*-000冻结后方可编码
API-062,M4,runner-tasks,POST,/v1/runner/tasks/{taskId}/navigation-token,ASSIGNED_RUNNER,NavigationTargetRequest,NavigationTargetResponse,"{success,data,error:{code,message,details?},requestId}",NAVIGATION_PHASE_INVALID|TASK_ACCESS_REVOKED,Idempotency-Key,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,N/A,P0-108,PLANNED,PLANNED,PLANNED,TO_BE_CREATED,UNASSIGNED,路径为执行初始契约；阶段M*-000冻结后方可编码
API-063,M4,company-logistics,POST,/v1/company/retail-delivery-tasks/{taskId}/publish,COMPANY_LOGISTICS,PublishTaskRequest,DeliveryTaskResponse,"{success,data,error:{code,message,details?},requestId}",ENTERPRISE_TASK_HALL_FORBIDDEN,Idempotency-Key,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,N/A,"P0-102,P0-103",PLANNED,PLANNED,PLANNED,TO_BE_CREATED,UNASSIGNED,路径为执行初始契约；阶段M*-000冻结后方可编码
API-064,M4,company-logistics,POST,/v1/company/retail-delivery-tasks/{taskId}/reassign,COMPANY_LOGISTICS,ReassignTaskRequest,DeliveryTaskResponse,"{success,data,error:{code,message,details?},requestId}",REASSIGNMENT_NOT_ALLOWED,Idempotency-Key,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,N/A,P0-110,PLANNED,PLANNED,PLANNED,TO_BE_CREATED,UNASSIGNED,路径为执行初始契约；阶段M*-000冻结后方可编码
API-065,M4,enterprise-logistics,POST,/v1/company/enterprise-deliveries,COMPANY_LOGISTICS,EnterpriseDeliveryCreateRequest,EnterpriseDeliveryResponse,"{success,data,error:{code,message,details?},requestId}",ENTERPRISE_ORDER_REQUIRED|DELIVERY_ITEM_INVALID,Idempotency-Key,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,N/A,"P0-064,P0-115,P0-116",PLANNED,PLANNED,PLANNED,TO_BE_CREATED,UNASSIGNED,路径为执行初始契约；阶段M*-000冻结后方可编码
API-066,M4,enterprise-logistics,POST,/v1/company/enterprise-deliveries/{deliveryId}/assign,COMPANY_LOGISTICS,EnterpriseDeliveryAssignRequest,EnterpriseDeliveryResponse,"{success,data,error:{code,message,details?},requestId}",RESOURCE_NOT_ACTIVE,Idempotency-Key,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,N/A,P0-118,PLANNED,PLANNED,PLANNED,TO_BE_CREATED,UNASSIGNED,路径为执行初始契约；阶段M*-000冻结后方可编码
API-067,M4,enterprise-logistics,POST,/v1/company/enterprise-deliveries/{deliveryId}/nodes,COMPANY_DELIVERY_EXECUTOR,EnterpriseDeliveryNodeRequest,EnterpriseDeliveryResponse,"{success,data,error:{code,message,details?},requestId}",STATE_TRANSITION_INVALID|EXECUTOR_SCOPE_FORBIDDEN,Idempotency-Key,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,N/A,"P0-118,P0-119",PLANNED,PLANNED,PLANNED,TO_BE_CREATED,UNASSIGNED,路径为执行初始契约；阶段M*-000冻结后方可编码
API-068,M4,enterprise-logistics,POST,/v1/enterprise/deliveries/{deliveryId}/receipt,ENTERPRISE_PURCHASER,EnterpriseReceiptRequest,EnterpriseDeliveryResponse,"{success,data,error:{code,message,details?},requestId}",RECEIPT_QUANTITY_INVALID|ENTERPRISE_SCOPE_FORBIDDEN,Idempotency-Key,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,N/A,"P0-117,P0-119",PLANNED,PLANNED,PLANNED,TO_BE_CREATED,UNASSIGNED,路径为执行初始契约；阶段M*-000冻结后方可编码
API-069,M5,aftersales,POST,/v1/consumer/aftersales,CONSUMER,AfterSaleCreateRequest,AfterSaleResponse,"{success,data,error:{code,message,details?},requestId}",AFTERSALE_QUANTITY_INVALID|AFTERSALE_WINDOW_CLOSED,Idempotency-Key,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,金额字段整数分；服务端重算；禁止客户端提交供应价或结算快照,"P0-038,P0-096",PLANNED,PLANNED,PLANNED,TO_BE_CREATED,UNASSIGNED,路径为执行初始契约；阶段M*-000冻结后方可编码
API-070,M5,aftersales,POST,/v1/supplier/aftersales/{afterSaleId}/evidence,SUPPLIER_AFTERSALES,SupplierEvidenceRequest,AfterSaleResponse,"{success,data,error:{code,message,details?},requestId}",SUPPLIER_SCOPE_FORBIDDEN,Idempotency-Key,NEVER_RETURN; DTO白名单；对象归属校验先于查询结果返回,金额字段整数分；服务端重算；禁止客户端提交供应价或结算快照,P0-039,PLANNED,PLANNED,PLANNED,TO_BE_CREATED,UNASSIGNED,路径为执行初始契约；阶段M*-000冻结后方可编码
API-071,M5,statements,POST,/v1/company/supplier-statements/generate,COMPANY_FINANCE,StatementGenerateRequest,SupplierStatementResponse,"{success,data,error:{code,message,details?},requestId}",STATEMENT_PERIOD_OVERLAP|STATEMENT_SNAPSHOT_INVALID,Idempotency-Key,ROLE_AND_SUPPLIER_SCOPE_WHITELIST; DTO白名单；对象归属校验先于查询结果返回,金额字段整数分；服务端重算；禁止客户端提交供应价或结算快照,"P0-040,P0-065",PLANNED,PLANNED,PLANNED,TO_BE_CREATED,UNASSIGNED,路径为执行初始契约；阶段M*-000冻结后方可编码
API-072,M5,statements,POST,/v1/supplier/statements/{statementId}/disputes,SUPPLIER_FINANCE,StatementDisputeRequest,StatementDisputeResponse,"{success,data,error:{code,message,details?},requestId}",STATEMENT_SCOPE_FORBIDDEN|STATEMENT_LOCKED,Idempotency-Key,ROLE_AND_SUPPLIER_SCOPE_WHITELIST; DTO白名单；对象归属校验先于查询结果返回,金额字段整数分；服务端重算；禁止客户端提交供应价或结算快照,P0-041,PLANNED,PLANNED,PLANNED,TO_BE_CREATED,UNASSIGNED,路径为执行初始契约；阶段M*-000冻结后方可编码
API-073,M5,statements,POST,/v1/company/statements/{statementId}/offline-payments,COMPANY_FINANCE,OfflinePaymentRecordRequest,OfflineSettlementResponse,"{success,data,error:{code,message,details?},requestId}",SECOND_VERIFICATION_REQUIRED|BANK_REFERENCE_DUPLICATE|SAME_NATURAL_PERSON_REVIEW_FORBIDDEN,Idempotency-Key,ROLE_AND_SUPPLIER_SCOPE_WHITELIST; DTO白名单；对象归属校验先于查询结果返回,金额字段整数分；服务端重算；禁止客户端提交供应价或结算快照,"P0-042,P0-043",PLANNED,PLANNED,PLANNED,TO_BE_CREATED,UNASSIGNED,路径为执行初始契约；阶段M*-000冻结后方可编码
API-074,M5,statements,POST,/v1/supplier/statements/{statementId}/confirm-receipt,SUPPLIER_FINANCE,ReceiptConfirmationRequest,SupplierStatementResponse,"{success,data,error:{code,message,details?},requestId}",STATEMENT_SCOPE_FORBIDDEN,Idempotency-Key,ROLE_AND_SUPPLIER_SCOPE_WHITELIST; DTO白名单；对象归属校验先于查询结果返回,金额字段整数分；服务端重算；禁止客户端提交供应价或结算快照,P0-042,PLANNED,PLANNED,PLANNED,TO_BE_CREATED,UNASSIGNED,路径为执行初始契约；阶段M*-000冻结后方可编码
