StateMachine,Stage,CurrentState,Event,NextState,AllowedActor,Guard,SideEffect,Idempotency,IllegalTransition,ConcurrencyControl,History,P0,Status
DeliveryTask,M4,ARRIVED_PICKUP,PICK_UP,PICKED_UP,ASSIGNED_RUNNER,取货凭证/数量满足规则,目的地联系信息进入最小可见期,taskId+node+clientKey,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-032,P0-033,P0-102,P0-103,P0-105,P0-107,P0-108,P0-109,P0-110",DRAFT_TO_FREEZE_IN_STAGE
DeliveryTask,M4,PICKED_UP,DEPART,IN_TRANSIT,ASSIGNED_RUNNER,当前runnerId匹配,追加节点日志,taskId+node+clientKey,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-032,P0-033,P0-102,P0-103,P0-105,P0-107,P0-108,P0-109,P0-110",DRAFT_TO_FREEZE_IN_STAGE
DeliveryTask,M4,IN_TRANSIT,DELIVER,DELIVERED,ASSIGNED_RUNNER,签收凭证或合规例外存在,写deliveredAt并同步订单,taskId+node+clientKey,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-032,P0-033,P0-102,P0-103,P0-105,P0-107,P0-108,P0-109,P0-110",DRAFT_TO_FREEZE_IN_STAGE
DeliveryTask,M4,ACCEPTED,REPORT_EXCEPTION,EXCEPTION,ASSIGNED_RUNNER,异常类型/描述完整,创建DeliveryException并通知公司,taskId+exceptionKey,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-032,P0-033,P0-102,P0-103,P0-105,P0-107,P0-108,P0-109,P0-110",DRAFT_TO_FREEZE_IN_STAGE
DeliveryTask,M4,EXCEPTION,RESUME,ACCEPTED,COMPANY_LOGISTICS,处理结论允许继续,追加异常解决日志,exceptionId+decision,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-032,P0-033,P0-102,P0-103,P0-105,P0-107,P0-108,P0-109,P0-110",DRAFT_TO_FREEZE_IN_STAGE
DeliveryTask,M4,HALL_PUBLISHED,CANCEL,CANCELLED,COMPANY_LOGISTICS,尚未接单或已安全补偿,从大厅移除,taskId+version,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-032,P0-033,P0-102,P0-103,P0-105,P0-107,P0-108,P0-109,P0-110",DRAFT_TO_FREEZE_IN_STAGE
DeliveryTask,M4,ACCEPTED,REASSIGN,HALL_PUBLISHED,COMPANY_LOGISTICS,原跑腿员失权且未取货/满足人工规则,清空runnerId、追加转派日志、撤销原访问,taskId+assignmentVersion,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-032,P0-033,P0-102,P0-103,P0-105,P0-107,P0-108,P0-109,P0-110",DRAFT_TO_FREEZE_IN_STAGE
EnterpriseDeliveryOrder,M4,DRAFT,CONFIRM_ITEMS,PLANNED,COMPANY_LOGISTICS,仅企业订单；配送项与供应商子单数量一致,冻结企业汇总配送清单,enterpriseOrderId+planVersion,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-064,P0-115,P0-116,P0-117,P0-118,P0-119",DRAFT_TO_FREEZE_IN_STAGE
EnterpriseDeliveryOrder,M4,PLANNED,ASSIGN_RESOURCE,ASSIGNED,COMPANY_LOGISTICS,公司车辆/司机或承运商有效,保存派车快照；绝不创建DeliveryTask,deliveryOrderId+resourceVersion,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-064,P0-115,P0-116,P0-117,P0-118,P0-119",DRAFT_TO_FREEZE_IN_STAGE
EnterpriseDeliveryOrder,M4,ASSIGNED,START_PICKUP,PICKING_UP,COMPANY_DELIVERY_EXECUTOR,移动执行令牌与人员匹配,追加企业节点日志,deliveryOrderId+node+clientKey,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-064,P0-115,P0-116,P0-117,P0-118,P0-119",DRAFT_TO_FREEZE_IN_STAGE
EnterpriseDeliveryOrder,M4,PICKING_UP,ALL_PICKED,IN_TRANSIT,COMPANY_DELIVERY_EXECUTOR,每个配送项取货数量已登记,通知企业预计送达,deliveryOrderId+pickupVersion,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-064,P0-115,P0-116,P0-117,P0-118,P0-119",DRAFT_TO_FREEZE_IN_STAGE
EnterpriseDeliveryOrder,M4,IN_TRANSIT,PARTIAL_RECEIVE,PARTIALLY_RECEIVED,ENTERPRISE_PURCHASER,逐项收货数量合法,更新EnterpriseDeliveryItem；保留未收项,deliveryOrderId+receiptKey,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-064,P0-115,P0-116,P0-117,P0-118,P0-119",DRAFT_TO_FREEZE_IN_STAGE
EnterpriseDeliveryOrder,M4,IN_TRANSIT,ALL_RECEIVE,DELIVERED,ENTERPRISE_PURCHASER,全部计划数量已收或差异处理完成,同步企业订单及供应商子单,deliveryOrderId+receiptKey,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-064,P0-115,P0-116,P0-117,P0-118,P0-119",DRAFT_TO_FREEZE_IN_STAGE
EnterpriseDeliveryOrder,M4,PARTIALLY_RECEIVED,COMPLETE_REMAINDER,DELIVERED,ENTERPRISE_PURCHASER,剩余项已收或有售后承接,完成聚合并审计,deliveryOrderId+receiptVersion,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-064,P0-115,P0-116,P0-117,P0-118,P0-119",DRAFT_TO_FREEZE_IN_STAGE
EnterpriseDeliveryOrder,M4,ASSIGNED,REPORT_EXCEPTION,EXCEPTION,COMPANY_DELIVERY_EXECUTOR,异常资料完整,创建企业配送异常；不进入跑腿大厅,deliveryOrderId+exceptionKey,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-064,P0-115,P0-116,P0-117,P0-118,P0-119",DRAFT_TO_FREEZE_IN_STAGE
AfterSale,M5,SUBMITTED,ACCEPT,PROCESSING,COMPANY_ORDER_SERVICE,订单项可售后且未超可申请量,生成责任协同任务,afterSaleNo,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-038,P0-039",DRAFT_TO_FREEZE_IN_STAGE
AfterSale,M5,PROCESSING,REQUEST_SUPPLIER_EVIDENCE,WAITING_SUPPLIER,COMPANY_ORDER_SERVICE,疑似供货责任,仅向对应供应商开放必要数据,afterSaleId+round,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-038,P0-039",DRAFT_TO_FREEZE_IN_STAGE
AfterSale,M5,WAITING_SUPPLIER,SUBMIT_EVIDENCE,PROCESSING,SUPPLIER_AFTERSALES,supplierId匹配且证据完整,追加证据快照,afterSaleId+evidenceHash,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-038,P0-039",DRAFT_TO_FREEZE_IN_STAGE
AfterSale,M5,PROCESSING,APPROVE_REFUND,REFUNDING,COMPANY_ORDER_SERVICE,责任/金额/原支付结构冻结,创建RefundTransaction,afterSaleId+decisionVersion,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-038,P0-039",DRAFT_TO_FREEZE_IN_STAGE
AfterSale,M5,REFUNDING,REFUND_SUCCEEDED,COMPLETED,SYSTEM,所有渠道退款成功,通知客户并进入对账调整,refundId,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-038,P0-039",DRAFT_TO_FREEZE_IN_STAGE
AfterSale,M5,PROCESSING,REJECT,REJECTED,COMPANY_ORDER_SERVICE,原因和证据存在,通知客户并保留申诉入口,afterSaleId+decisionVersion,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-038,P0-039",DRAFT_TO_FREEZE_IN_STAGE
SupplierStatement,M5,DRAFT,GENERATE,PENDING_SUPPLIER_CONFIRM,COMPANY_FINANCE,账期闭合且仅含本supplierId不可变订单项快照,冻结账单版本,supplierId+period+version,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-040,P0-041,P0-042,P0-043,P0-060,P0-065",DRAFT_TO_FREEZE_IN_STAGE
SupplierStatement,M5,PENDING_SUPPLIER_CONFIRM,RAISE_DISPUTE,DISPUTED,SUPPLIER_FINANCE,差异项和理由完整,生成差异处理任务,statementId+disputeKey,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-040,P0-041,P0-042,P0-043,P0-060,P0-065",DRAFT_TO_FREEZE_IN_STAGE
SupplierStatement,M5,DISPUTED,RESOLVE,PENDING_SUPPLIER_CONFIRM,COMPANY_FINANCE,处理结论及补充/冲正项存在,创建新版本/补充项，不覆盖原项,disputeId+decision,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-040,P0-041,P0-042,P0-043,P0-060,P0-065",DRAFT_TO_FREEZE_IN_STAGE
SupplierStatement,M5,PENDING_SUPPLIER_CONFIRM,CONFIRM,CONFIRMED,SUPPLIER_FINANCE,账单版本匹配,锁定确认版本,statementId+version,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-040,P0-041,P0-042,P0-043,P0-060,P0-065",DRAFT_TO_FREEZE_IN_STAGE
SupplierStatement,M5,CONFIRMED,RECORD_OFFLINE_PAYMENT,PAID_RECORDED,COMPANY_FINANCE,金额/日期/银行流水/凭证完整且二次验证,追加OfflineSettlementRecord,statementId+bankReference,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-040,P0-041,P0-042,P0-043,P0-060,P0-065",DRAFT_TO_FREEZE_IN_STAGE
SupplierStatement,M5,PAID_RECORDED,CONFIRM_RECEIPT,SETTLED,SUPPLIER_FINANCE,本供应商且记录版本匹配,追加收款确认；不建设钱包,settlementRecordId+confirm,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-040,P0-041,P0-042,P0-043,P0-060,P0-065",DRAFT_TO_FREEZE_IN_STAGE
PortalContent,M5,DRAFT,SUBMIT_REVIEW,PENDING_REVIEW,COMPANY_CONTENT,slug/SEO/素材权利/内容模块校验,生成不可变revision,contentId+revision,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-073,P0-075,P0-076,P0-082",DRAFT_TO_FREEZE_IN_STAGE
PortalContent,M5,PENDING_REVIEW,APPROVE,APPROVED,AUTHORIZED_REVIEWER,审核人与编辑人按配置分离,允许发布,revisionId+decision,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-073,P0-075,P0-076,P0-082",DRAFT_TO_FREEZE_IN_STAGE
PortalContent,M5,APPROVED,PUBLISH,PUBLISHED,COMPANY_CONTENT,目标revision已批准,原子切换publishedVersionId并刷新缓存,contentId+revisionId,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-073,P0-075,P0-076,P0-082",DRAFT_TO_FREEZE_IN_STAGE
PortalContent,M5,PUBLISHED,WITHDRAW,WITHDRAWN,COMPANY_CONTENT,原因及二次验证,公开端不可见；保留历史版本,contentId+publishedVersionId,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-073,P0-075,P0-076,P0-082",DRAFT_TO_FREEZE_IN_STAGE
ExportJob,M5,DRAFT,SUBMIT,PENDING_APPROVAL,REQUESTER,资源/字段/过滤/理由完整且最小化,生成审批任务,exportJobId+version,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-045,P0-046,P0-072,P0-082",DRAFT_TO_FREEZE_IN_STAGE
ExportJob,M5,PENDING_APPROVAL,APPROVE,QUEUED,AUTHORIZED_APPROVER,不得自批；高敏字段权限满足,投递BullMQ,exportJobId+decision,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-045,P0-046,P0-072,P0-082",DRAFT_TO_FREEZE_IN_STAGE
ExportJob,M5,QUEUED,GENERATE,READY,SYSTEM,查询强制数据域与字段白名单,生成短期签名下载引用,exportJobId+attempt,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-045,P0-046,P0-072,P0-082",DRAFT_TO_FREEZE_IN_STAGE
ExportJob,M5,READY,EXPIRE,EXPIRED,SYSTEM,超过expiresAt,撤销下载并按保留策略删除,exportJobId+expiresAt,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-045,P0-046,P0-072,P0-082",DRAFT_TO_FREEZE_IN_STAGE
ExportJob,M5,QUEUED,FAIL,FAILED,SYSTEM,生成失败,保存脱敏错误并通知,exportJobId+attempt,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-045,P0-046,P0-072,P0-082",DRAFT_TO_FREEZE_IN_STAGE
ApprovalTask,M1,PENDING,CLAIM,IN_REVIEW,ASSIGNED_FUNCTIONAL_ACCOUNT,账号类型、数据域、会话路由匹配,记录审核人,approvalTaskId+reviewerId,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-007,P0-019,P0-028,P0-045,P0-072",FROZEN_M1_000
ApprovalTask,M1,IN_REVIEW,APPROVE,APPROVED,CLAIMED_REVIEWER,版本匹配且必要意见/二次验证完成,调用对应领域决策命令,approvalTaskId+decision,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-007,P0-019,P0-028,P0-045,P0-072",FROZEN_M1_000
ApprovalTask,M1,IN_REVIEW,REJECT,REJECTED,CLAIMED_REVIEWER,拒绝理由非空,调用领域拒绝命令,approvalTaskId+decision,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-007,P0-019,P0-028,P0-045,P0-072",FROZEN_M1_000
ApprovalTask,M1,PENDING,CANCEL_OBJECT,CANCELLED,SYSTEM,业务对象已合法撤销,关闭待办,approvalTaskId+objectVersion,返回409 STATE_TRANSITION_INVALID；不改变状态；写安全审计（按风险级别）,version乐观锁/唯一键/事务；受影响行数必须=1,追加状态日志或不可变快照，禁止覆盖历史,"P0-007,P0-019,P0-028,P0-045,P0-072",FROZEN_M1_000
InventoryBalance,M2,AVAILABLE,ADJUST_AVAILABLE,AVAILABLE,SUPPLIER_INVENTORY,本供应商ACTIVE SKU；expectedVersion匹配；结果非负,原子更新available/damaged/safetyStock并追加InventoryChangeLog,scope+Idempotency-Key+requestHash,返回409 INVENTORY_VERSION_CONFLICT或422 INVENTORY_NEGATIVE且不写余额/流水,serializable transaction+version条件更新+skuId唯一,InventoryChangeLog追加且数据库触发器拒绝update/delete,P0-063,IMPLEMENTED_M2_P063
InventoryBalance,M2,AVAILABLE,RESERVE,RESERVED,INTERNAL_INVENTORY_DOMAIN,同一SKU唯一余额；availableQty足够；expectedVersion匹配,available减少 reserved增加并追加ORDER_RESERVATION流水,scope+business idempotency key+requestHash,返回库存不足或版本冲突且不产生部分写入,serializable transaction+version条件更新,InventoryChangeLog追加且命令响应快照保留,P0-063,IMPLEMENTED_M2_P063
InventoryBalance,M2,RESERVED,RELEASE,AVAILABLE,INTERNAL_INVENTORY_DOMAIN,reservedQty足够；expectedVersion匹配,reserved减少 available增加并追加ORDER_RELEASE流水,scope+business idempotency key+requestHash,返回库存不足或版本冲突且不产生部分写入,serializable transaction+version条件更新,InventoryChangeLog追加且命令响应快照保留,P0-063,IMPLEMENTED_M2_P063
InventoryBalance,M2,RESERVED,CONFIRM_SALE,SOLD,INTERNAL_INVENTORY_DOMAIN,reservedQty足够；expectedVersion匹配,reserved减少 sold增加并追加ORDER_CONFIRM流水,scope+business idempotency key+requestHash,返回库存不足或版本冲突且不产生部分写入,serializable transaction+version条件更新,InventoryChangeLog追加且命令响应快照保留,P0-063,IMPLEMENTED_M2_P063
EnterpriseRemittance,M3,NONE,SUBMIT,PENDING_REVIEW,ENTERPRISE_PURCHASER,本企业订单；PENDING_PAYMENT；整数分金额=公司应收；无微信支付交易；旧版本仅可为REJECTED,追加提交版本；订单externalPaymentMethod=BANK_TRANSFER；追加订单事件,buyerOrderId+Idempotency-Key+requestHash,409稳定错误；事务回滚且不部分写入,Serializable+order version+unique keys,提交版本追加，禁止覆盖,"P0-025,P0-029",IMPLEMENTED_M3_P025
EnterpriseRemittance,M3,PENDING_REVIEW,CONFIRM,CONFIRMED,COMPANY_FINANCE,公司财务workspace；company scope；精确金额/版本；订单待支付；库存预扣完整；无在线支付交易,追加审核；订单PAID；库存reserved转sold；履约激活；事件与BUYER_ORDER_PAID_V1 outbox,submissionId+Idempotency-Key+requestHash,409稳定错误；资金/库存/履约/outbox全部回滚,Serializable+submission/order/inventory version+unique keys,审核只追加且不可变,"P0-025,P0-029",IMPLEMENTED_M3_P025
EnterpriseRemittance,M3,PENDING_REVIEW,REJECT,REJECTED,COMPANY_FINANCE,公司财务workspace；company scope；精确金额/版本；理由必填,追加审核与订单事件；订单保持待支付，允许后续新提交版本,submissionId+Idempotency-Key+requestHash,409稳定错误；不修改订单资金或库存,Serializable+submission/order version+unique keys,审核只追加且不可变,"P0-025,P0-029",IMPLEMENTED_M3_P025
WelfareCardProgram,M3,NONE,CREATE_DRAFT,DRAFT,COMPANY_WELFARE_CARD,三类资金来源白名单；服务端归属；适用范围schema有效,创建计划并追加PROGRAM_CREATED历史,companyId+Idempotency-Key,返回409 DUPLICATE_OR_STATE_CONFLICT或422；零写入,唯一键/串行事务,WelfareCardProgramHistory只追加且触发器禁止更新删除,P0-051,IMPLEMENTED_M3_P051
WelfareCardBatch,M3,NONE,CREATE_DRAFT,DRAFT,COMPANY_WELFARE_CARD,计划归属当前公司；资金来源与领取方式匹配；unitAmount*issueCount=totalAmount,创建批次并追加BATCH_CREATED历史,companyId+Idempotency-Key,返回409/422；零写入,companyId+batchNo唯一键/串行事务,WelfareCardBatchHistory只追加且触发器禁止更新删除,P0-051,IMPLEMENTED_M3_P051
